property_id,listing_id,mls,mls_id,status,style,full_street_line,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_date,sold_price,last_sold_date,assessed_value,estimated_value,new_construction,lot_sqft,price_per_sqft,county,fips_code,stories,hoa_fee,parking_garage,agent_id,agent_name,agent_mls_set,agent_nrds_id,broker_id,office_id,office_mls_set,nearby_schools
2290179615,2972609818,SEWA,2288451,PENDING,TOWNHOMES,3118 E Pine St,3118 E Pine St,,Seattle,WA,98122,2,1,1,2980,1974,15,1200000,2024-09-25,645000,2007-01-12,996000,1439000,FALSE,3618,403,King,53033,2,0,1,1360133,Brad Hinckley,A-SEWA-44422,869043520,2107942,2715318,O-SEWA-4782,Seattle Public Schools
1518242549,2972584020,SEWA,2284563,PENDING,TOWNHOMES,2126 S State St,2126 S State St,,Seattle,WA,98144,2,1,1,1340,2008,16,545000,2024-09-24,289950,2009-06-24,639000,668000,FALSE,1042,407,King,53033,2,0,1,3843602,Elisa Jimenez,A-SEWA-123083,,100272959,100272960,O-SEWA-7924,"Summit Public School: Sierra, Seattle Public Schools"
1148684268,2972576607,SEWA,2294243,PENDING,SINGLE_FAMILY,5717 S Ryan St,5717 S Ryan St,,Seattle,WA,98178,3,1,,2830,1936,16,650000,2024-09-24,,,648000,784000,FALSE,6950,230,King,53033,2,0,1,1256188,Paul Lau - John L Scott Real Estate,A-SEWA-35682,869040526,2964593,11126,O-SEWA-1203,"Rainier Prep Charter School District, Rainier Valley Leadership Academy, Seattle Public Schools"
2518039147,2972586165,SEWA,2293885,PENDING,CONDOS,4547 8th Ave NE Apt 406,4547 8th Ave,Apt 406,Seattle,WA,98105,1,1,,607,2008,16,425000,2024-09-24,293000,2010-06-11,399000,419444,FALSE,,700,King,53033,1,660,1,,Benjamin Stigler,A-SEWA-94925,,,,O-SEWA-4894,"University Of Washington (17904), Seattle Public Schools"
1204193372,2972609841,SEWA,2294285,FOR_SALE,MULTI_FAMILY,535 Federal Ave E,535 Federal Ave,,Seattle,WA,98102,,,,2743,1902,15,1150000,2024-09-25,970000,2007-05-15,1214000,,FALSE,1841,419,King,53033,,0,,3827107,Sterling Lemme,A-SEWA-38184,,3827057,3827056,O-SEWA-7113,"Seattle Public Schools, Seattle Central Community College"
2844539215,2972598427,SEWA,2291426,PENDING,SINGLE_FAMILY,6520 47th Ave NE,6520 47th Ave,,Seattle,WA,98115,3,1,,2630,1943,16,1389000,2024-09-24,73250,1979-03-29,1294000,1722000,FALSE,6138,528,King,53033,1,0,,2150273,Pete Keating,A-SEWA-75416,870521706,3892606,3891197,O-SEWA-6106,"University Of Washington (17904), Seattle Public Schools"
1009470872,2972595962,SEWA,2294254,FOR_SALE,CONDOS,1100 S Atlantic St Unit 306,1100 S Atlantic St,Unit 306,Seattle,WA,98134,1,1,,754,1969,16,289500,2024-09-24,115000,2001-01-02,299000,326000,FALSE,,384,King,53033,1,484,,3430701,David Paxton,A-SEWA-448,,4787634,3432716,O-SEWA-2659,"Summit Public School: Sierra, Seattle Public Schools"
1970722138,2972551218,SEWA,2292029,PENDING,SINGLE_FAMILY,311 Smith Pl,311 Smith Pl,,Seattle,WA,98109,3,,,2254,1927,17,1240000,2024-09-23,,,1300000,1303233,FALSE,21048,550,King,53033,2,0,1,4480021,Doreen Alhadeff,A-SEWA-70230,,3794272,1655692,O-SEWA-7111,Seattle Public Schools
1655408333,2972572741,SEWA,2294360,FOR_SALE,LAND,10616 8th Ave S,10616 8th Ave,,Seattle,WA,98168,,,,,,16,488000,2024-09-24,,,161000,478479,FALSE,19502,,King,53033,,0,,3976887,Balwant Aulck,A-SEWA-97807,,,,O-SEWA-7456,"Highline School District, Rainier Prep Charter School District"
1605947348,2972544608,SEWA,2293741,FOR_SALE,CONDOS,1120 8th Ave Apt 1901,1120 8th Ave,Apt 1901,Seattle,WA,98101,2,1,,1060,1970,17,546000,2024-09-23,620000,2017-03-01,596000,640000,FALSE,,515,King,53033,1,806,1,1751946,James Stroupe,A-SEWA-39122,869014963,1751898,4043806,O-SEWA-5715,"Seattle Public Schools, Seattle Central Community College"
9646884093,2972548017,SEWA,2291328,FOR_SALE,TOWNHOMES,212 16th Ave Unit D,212 16th Ave,Unit D,Seattle,WA,98122,2,1,,1310,2016,17,799980,2024-09-23,765000,2021-11-04,718000,790790,FALSE,592,611,King,53033,2,0,,,Kiley Lazarus,A-SEWA-129927,,,,O-SEWA-6018,"Summit Public School: Sierra, Seattle Public Schools"
2444961001,2972542000,SEWA,2293103,PENDING,SINGLE_FAMILY,3312 9th Ave W,3312 9th Ave,,Seattle,WA,98119,5,2,,3425,1939,17,2150000,2024-09-23,1898000,2021-08-20,1666000,2103248,FALSE,5144,628,King,53033,2,0,1,1360133,Brad Hinckley,A-SEWA-44422,869043520,2107942,2715318,O-SEWA-4782,Seattle Public Schools
2411263847,2972540823,SEWA,2291249,FOR_SALE,SINGLE_FAMILY,13032 42nd Ave NE,13032 42nd Ave,,Seattle,WA,98125,4,1,,2460,1962,17,1100000,2024-09-23,495000,2009-08-07,1028000,,FALSE,10707,447,King,53033,1,0,2,1152258,Jeffrey Menday,A-SEWA-6814,869018037,968887,59345,O-SEWA-7171,Seattle Public Schools
1177126251,2972540641,SEWA,2294036,FOR_SALE,SINGLE_FAMILY,8527 Latona Ave NE,8527 Latona Ave,,Seattle,WA,98115,5,2,,4090,2018,17,2295000,2024-09-23,1899500,2019-03-14,1970000,2569000,FALSE,8798,561,King,53033,2,0,2,4428915,Allison Mull,A-SEWA-132397,,3794109,1444596,O-SEWA-1332,Seattle Public Schools
1298999152,2972542207,SEWA,2294091,FOR_SALE,MULTI_FAMILY,5003 15th Ave NE,5003 15th Ave,,Seattle,WA,98105,,,,16848,1926,17,5100000,2024-09-23,,,6270000,,FALSE,8220,303,King,53033,,0,,,Daniel Lim,A-SEWA-115693,,,,O-SEWA-6432,"University Of Washington (17904), Seattle Public Schools"
2758727122,2972543286,SEWA,2293926,FOR_SALE,SINGLE_FAMILY,1302 NW Woodbine Way,1302 NW Woodbine Way,,Seattle,WA,98177,4,1,1,3161,1952,17,1699950,2024-09-23,843000,2017-02-03,1630000,1902000,FALSE,16622,538,King,53033,1,125,2,893087,Keely Jared,A-SEWA-32337,,,,O-SEWA-187,Seattle Public Schools
1543706927,2972543982,SEWA,2294128,FOR_SALE,CONDOS,1255 NE 98th St,1255 NE 98th St,,Seattle,WA,98115,3,1,,2020,1951,17,1049900,2024-09-23,800000,2023-05-31,,1047157,FALSE,3303,520,King,53033,2,46,1,1298336,Michael Walls,A-SEWA-31490,,,,O-SEWA-4894,Seattle Public Schools
1568646340,2972548018,SEWA,2293408,FOR_SALE,CONDOS,1601 Taylor Ave N Apt 303,1601 Taylor Ave,Apt 303,Seattle,WA,98109,2,1,,731,1960,17,495000,2024-09-23,475000,2018-01-26,398000,492075,FALSE,,677,King,53033,1,576,,2810478,Crystal Anderson,A-SEWA-104339,,,3300528,O-SEWA-5593,Seattle Public Schools
1441811171,2972543070,SEWA,2294100,FOR_SALE,CONDOS,2125 1st Ave Apt 2105,2125 1st Ave,Apt 2105,Seattle,WA,98121,2,1,,1459,1981,17,2125000,2024-09-23,1430000,2013-04-16,1322000,2104000,FALSE,,1456,King,53033,1,1958,1,1320906,Michael Doyle,A-SEWA-41817,869042831,3794272,1655692,O-SEWA-7111,Seattle Public Schools
2405374054,2972580769,SEWA,2287510,FOR_SALE,CONDOS,2720 3rd Ave Apt 515,2720 3rd Ave,Apt 515,Seattle,WA,98121,1,1,,643,2008,16,530000,2024-09-24,385000,2014-05-09,490000,520785,FALSE,,824,King,53033,1,713,1,3389350,Melissa Clark,A-SEWA-115697,,100348573,100348574,O-SEWA-7859,Seattle Public Schools
2019861762,2972582320,SEWA,2292739,PENDING,CONDOS,616 29th Ave E Apt 6,616 29th Ave,Apt 6,Seattle,WA,98112,1,1,1,824,1988,16,550000,2024-09-24,380000,2007-08-03,453000,810000,FALSE,,667,King,53033,1,483,,2806305,Angelica Thrasher,A-SEWA-100215,,3185939,105000,O-SEWA-1771,Seattle Public Schools
1930797686,2972590711,SEWA,2293319,PENDING,SINGLE_FAMILY,5604 23rd Ave SW,5604 23rd Ave,,Seattle,WA,98106,3,2,1,2415,2024,16,985950,2024-09-24,,,359000,,TRUE,5598,408,King,53033,2,0,1,3843474,Ashley Santo Domingo,A-SEWA-120657,,100272959,100272958,O-SEWA-7756,"South Seattle Community College (Cc District #6), Seattle Public Schools"
2539093549,2972583340,SEWA,2293967,FOR_SALE,SINGLE_FAMILY,8556 S 123rd Pl,8556 S 123rd Pl,,Seattle,WA,98178,3,2,,968,1951,16,694950,2024-09-24,200000,2016-05-20,380000,696593,FALSE,6600,718,King,53033,1,0,,3359412,Santiago Ramos,A-SEWA-90114,,3347614,3347615,O-SEWA-3293,Renton School District
2699667420,2972581988,SEWA,2290786,PENDING,SINGLE_FAMILY,2802 32nd Ave S,2802 32nd Ave,,Seattle,WA,98144,4,1,1,2440,1928,16,1225000,2024-09-24,930000,2019-11-22,1057000,1242255,FALSE,4995,502,King,53033,2,0,1,1360133,Brad Hinckley,A-SEWA-44422,869043520,2107942,2715318,O-SEWA-4782,Seattle Public Schools
2104793107,2972542597,SEWA,2294097,FOR_SALE,SINGLE_FAMILY,7342 15th Ave NW,7342 15th Ave,,Seattle,WA,98117,1,1,1,2650,1914,17,1098000,2024-09-23,390000,2018-05-03,957200,1292800,FALSE,4250,414,King,53033,2,0,,,Alashia Wartelle,A-SEWA-138198,,,1110065,O-SEWA-7356,Seattle Public Schools
property_id,listing_id,mls,mls_id,status,style,full_street_line,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_date,sold_price,last_sold_date,assessed_value,estimated_value,new_construction,lot_sqft,price_per_sqft,county,fips_code,stories,hoa_fee,parking_garage,agent_id,agent_name,agent_mls_set,agent_nrds_id,broker_id,office_id,office_mls_set,nearby_schools
2886402351,2973485310,SEWA,2299023,FOR_SALE,SINGLE_FAMILY,21068 Prairie Rd,21068 Prairie Rd,,Sedro Woolley,WA,98284,2,1,,2340,1972,0,897713,2024-10-10,449000,2018-08-20,665500,780401,FALSE,72745,384,Skagit,53057,1,0,3,1295233,Karen Petersen,A-SEWA-18173,,4762416,2150080,O-SEWA-3643,Sedro-Woolley School District
1314068471,2973290124,SEWA,2293960,FOR_SALE,SINGLE_FAMILY,373 Lakeside Dr,373 Lakeside Dr,,Sedro Woolley,WA,98284,2,2,,1640,2022,6,490000,2024-10-04,,,310324,510000,TRUE,7200,299,Whatcom,53073,1,35,,4372244,Manuel Rosas,A-SEWA-26329,,1829033,1829036,O-SEWA-5353,Mount Baker School District
2058045535,2973149064,SEWA,2296617,PENDING,MOBILE,504 Cascade Vista Dr,504 Cascade Vista Dr,,Sedro Woolley,WA,98284,4,2,,1782,2001,8,549500,2024-10-02,219000,2009-07-30,334600,540000,FALSE,21780,308,Skagit,53057,1,0,2,3504664,Rodney Helgeson,A-SEWA-97760,870001740,,2043959,O-SEWA-2650,Sedro-Woolley School District
2218303578,2973101796,SEWA,2297226,FOR_SALE,CONDOS,711 Cascade Palms Ct,711 Cascade Palms Ct,,Sedro Woolley,WA,98284,2,2,,1315,2004,9,375000,2024-10-01,215500,2017-10-16,222000,371745,FALSE,,285,Skagit,53057,1,250,,38099,"Charlie and Jeannie Boon, Lisa Boon Meyer",A-SEWA-18489,870000609,1651981,941788,O-SEWA-8631,Sedro-Woolley School District
1940482339,2973504235,SEWA,2300265,FOR_SALE,SINGLE_FAMILY,1718 7th St,1718 7th St,,Sedro Woolley,WA,98284,3,1,,1728,1917,0,495000,2024-10-10,315000,2019-08-20,354200,512000,FALSE,7405,286,Skagit,53057,1,0,,850438,"Rachael Wilson, Managing Broker and Realtor",A-SEWA-57320,874002211,714170,696372,O-SEWA-9947,Sedro-Woolley School District
1401662300,2973349272,SEWA,2277766,FOR_SALE,SINGLE_FAMILY,902 Fidalgo St,902 Fidalgo St,,Sedro Woolley,WA,98284,2,1,,1115,1910,3,325000,2024-10-07,276000,2019-06-21,269700,408000,FALSE,7405,291,Skagit,53057,1,0,1,1281685,Keith Foote & Craig Degerness,A-SEWA-54176,870518936,100341897,1506910,O-SEWA-7739,Sedro-Woolley School District
9195877692,2972878462,SEWA,2296107,FOR_SALE,LAND,31876 Rockys Way,31876 Rockys Way,,Sedro Woolley,WA,98284,,,,,,13,854000,2024-09-27,,,324000,916000,FALSE,871200,,Skagit,53057,,0,,2805985,Kim Klingenberg,A-SEWA-96457,869058645,3081065,1794189,O-SEWA-2789,Sedro-Woolley School District
2451042014,2973024803,SEWA,2296738,FOR_SALE,SINGLE_FAMILY,535 Bennett St,535 Bennett St,,Sedro Woolley,WA,98284,3,2,,1349,1916,10,509950,2024-09-30,187000,2015-05-18,389500,502484,FALSE,9583,378,Skagit,53057,1,0,1,,Ryan Lacoste,A-SEWA-145341,,,3439678,O-SEWA-7737,Sedro-Woolley School District
2006407534,2973216595,SEWA,2296979,PENDING,SINGLE_FAMILY,713 N Reed St,713 N Reed St,,Sedro Woolley,WA,98284,3,2,,1450,1994,7,515000,2024-10-03,275000,2018-01-02,405900,532998,FALSE,8712,355,Skagit,53057,1,10,2,2208321,Amanda (Swanson) Chapman,A-SEWA-105199,870523334,,2065348,O-SEWA-7714,Sedro-Woolley School District
1999443846,2973498750,SEWA,2299281,FOR_SALE,SINGLE_FAMILY,294 Klinger St,294 Klinger St,,Sedro Woolley,WA,98284,3,2,1,1781,2007,0,509000,2024-10-10,262529,2007-09-12,447200,541000,FALSE,3049,286,Skagit,53057,2,55,2,4432320,Veronica Guffie,A-SEWA-129841,,,2043959,O-SEWA-2650,Sedro-Woolley School District
9192559864,2972536792,SEWA,2293995,PENDING,LAND,15 Lot 15-Garden of Eden Rd Lot 15,15 Lot 15-Garden of Eden Rd,Lot 15,Sedro Woolley,WA,98284,,,,,,17,100525,2024-09-23,,,,,FALSE,9583,,Skagit,53057,,0,,1817751,Kathy D. West,A-SEWA-90996,870522305,,4088851,O-SEWA-7764,Sedro-Woolley School District
9802677028,2972418854,SEWA,2269540,FOR_SALE,MOBILE,522 F and S Grade Rd,522 F and S Grade Rd,,Sedro Woolley,WA,98284,3,1,,1280,2024,19,500000,2024-09-21,,,,491715,TRUE,7442,391,Skagit,53057,1,0,1,4434762,Nicole Petersen,A-SEWA-134004,,3313089,3734460,O-SEWA-5861,Sedro-Woolley School District
1450537363,2972402003,SEWA,2293538,FOR_SALE,SINGLE_FAMILY,23059 Ida Ln,23059 Ida Ln,,Sedro Woolley,WA,98284,3,1,1,1986,1978,20,737000,2024-09-20,,,538800,730376,FALSE,72745,371,Skagit,53057,3,23,2,4432314,Ericka Catubo,A-SEWA-127631,,,2043959,O-SEWA-2650,Sedro-Woolley School District
9825874060,2972536540,SEWA,2293862,PENDING,LAND,14 Lot 14-Garden of Eden Rd Lot 14,14 Lot 14-Garden of Eden Rd,Lot 14,Sedro Woolley,WA,98284,,,,,,17,115000,2024-09-23,,,,,FALSE,15246,,Skagit,53057,,0,,1817751,Kathy D. West,A-SEWA-90996,870522305,,4088851,O-SEWA-7764,Sedro-Woolley School District
2867103300,2972403703,SEWA,2282225,FOR_SALE,SINGLE_FAMILY,352 Deerhaven Ln,352 Deerhaven Ln,,Sedro Woolley,WA,98284,3,1,,972,1977,20,435000,2024-09-20,340000,2020-04-24,313961,475000,FALSE,14401,448,Whatcom,53073,1,70,,,Dawn Asuncion,A-SEWA-149448,,,140679,O-SEWA-8604,Mount Baker School District
2654785926,2972394228,SEWA,2291527,FOR_SALE,SINGLE_FAMILY,1526 E Gateway Heights Loop,1526 E Gateway Heights Loop,,Sedro Woolley,WA,98284,3,1,,1372,2015,20,515000,2024-09-20,310000,2018-12-21,400000,514120,FALSE,5044,375,Skagit,53057,1,11,2,1439244,Jeffrey Sax,A-SEWA-67101,870519912,,1439139,O-SEWA-7600,Sedro-Woolley School District
1175692966,2972500754,SEWA,2293144,FOR_SALE,TOWNHOMES,192 N Township St,192 N Township St,,Sedro Woolley,WA,98284,3,2,1,1529,2006,18,479000,2024-09-22,369000,2021-12-01,355300,476540,FALSE,2614,313,Skagit,53057,2,85,2,3869610,JoEll Kuoppala,A-SEWA-115701,874003228,714170,696372,O-SEWA-9947,Sedro-Woolley School District
1850832158,2972401621,SEWA,2291550,FOR_SALE,MOBILE,990 S Lake Whatcom Blvd Unit 36,990 S Lake Whatcom Blvd,Unit 36,Sedro Woolley,WA,98284,3,1,,399,2015,20,495000,2024-09-20,,,422282,545000,FALSE,2034,1241,Whatcom,53073,1,351,,3682459,Jan Hensen,A-SEWA-108867,,4775954,3458812,O-SEWA-4784,Mount Baker School District
9032259600,2972270309,SEWA,2291566,FOR_SALE,LAND,Union Rd Lot B,Union Rd,Lot B,Sedro Woolley,WA,98284,,,,,,22,330000,2024-09-18,,,,,FALSE,43560,,Skagit,53057,,0,,1125854,BECKY Elde,A-SEWA-18401,870000577,,2013532,O-SEWA-3275,Sedro-Woolley School District
1307248803,2972333178,SEWA,2290557,FOR_SALE,SINGLE_FAMILY,2952 Brook Ln,2952 Brook Ln,,Sedro Woolley,WA,98284,3,2,,2462,2024,21,789000,2024-09-19,6000,2005-01-24,20000,775926,TRUE,9889,320,Whatcom,53073,2,35,2,4346506,Sydney Weitzel,A-SEWA-133867,874003639,714170,697743,O-SEWA-9738,Mount Baker School District
2572998923,2972175490,SEWA,2289309,FOR_SALE,SINGLE_FAMILY,7721 Alpine Ln,7721 Alpine Ln,,Sedro Woolley,WA,98284,4,1,,2120,1978,24,1199500,2024-09-16,334000,2001-10-10,167000,1136304,FALSE,335848,566,Skagit,53057,1,0,2,3504560,Chris Belanger,A-SEWA-114250,,,2043959,O-SEWA-2650,Sedro-Woolley School District
9249808612,2972091152,SEWA,2290512,FOR_SALE,SINGLE_FAMILY,331 Woodrow Pl,331 Woodrow Pl,,Sedro Woolley,WA,98284,3,1,,1625,2020,27,609900,2024-09-13,585000,2023-05-03,475900,642000,FALSE,9008,375,Skagit,53057,1,38,2,3103758,Amanda Toscano,A-SEWA-112636,870001969,2081115,107841,O-SEWA-9088,Sedro-Woolley School District
1019902433,2972171818,SEWA,2290489,FOR_SALE,SINGLE_FAMILY,1804 Wildflower Way,1804 Wildflower Way,,Sedro Woolley,WA,98284,2,1,,904,2005,24,389888,2024-09-16,350000,2021-07-29,326700,400000,FALSE,2178,431,Skagit,53057,1,125,1,3674041,Tammy Yao,A-SEWA-117754,,3658377,1222270,O-SEWA-6393,Sedro-Woolley School District
9090476506,2972065152,SEWA,2290426,FOR_SALE,LAND,2996 Brook Ln,2996 Brook Ln,,Sedro Woolley,WA,98284,,,,,,27,112000,2024-09-13,,,12000,132000,FALSE,11922,,Whatcom,53073,,95,,2726998,John Ramsey,A-SEWA-107451,874002960,3882321,1331955,O-SEWA-9978,Mount Baker School District
2203342785,2972023746,SEWA,2288911,FOR_SALE,SINGLE_FAMILY,1261 Arrezo Dr,1261 Arrezo Dr,,Sedro Woolley,WA,98284,4,2,1,1948,2006,28,539000,2024-09-12,320000,2017-12-04,462100,604000,FALSE,6534,277,Skagit,53057,2,13,2,817121,Racquel McDermott,A-SEWA-34270,,4416551,1255142,O-SEWA-8641,Sedro-Woolley School District
1309000303,2972127075,SEWA,2290792,FOR_SALE,LAND,Cedar Ln Lot 12,Cedar Ln,Lot 12,Sedro Woolley,WA,98284,,,,,,26,20000,2024-09-14,3000,1995-03-10,10000,,FALSE,8073,,Whatcom,53073,,35,,4372236,Irina Chernomorets,A-SEWA-67300,,3454466,3454467,O-SEWA-5727,Mount Baker School District
1857331168,2972126652,SEWA,2290973,FOR_SALE,SINGLE_FAMILY,808 Jameson St,808 Jameson St,,Sedro Woolley,WA,98284,4,1,,1584,1920,26,559500,2024-09-14,77500,2000-01-14,344600,559876,FALSE,4792,353,Skagit,53057,1,0,,3674041,Tammy Yao,A-SEWA-117754,,3658377,1222270,O-SEWA-6393,Sedro-Woolley School District
2335689402,2972054590,SEWA,2290274,FOR_SALE,SINGLE_FAMILY,22571 Mosier Rd,22571 Mosier Rd,,Sedro Woolley,WA,98284,3,2,,1752,1970,27,850000,2024-09-13,225000,2016-01-26,508700,891176,FALSE,130244,485,Skagit,53057,1,0,2,,Olga Kovalevich,A-SEWA-118562,,,3465328,O-SEWA-5791,Sedro-Woolley School District
2359794138,2972077654,SEWA,2289490,PENDING,SINGLE_FAMILY,1501 Portobello Ave,1501 Portobello Ave,,Sedro Woolley,WA,98284,3,2,1,1136,2003,27,455000,2024-09-13,1330167,2005-07-20,340000,454870,FALSE,3920,401,Skagit,53057,2,9,2,3504664,Rodney Helgeson,A-SEWA-97760,870001740,,2043959,O-SEWA-2650,Sedro-Woolley School District
2325068608,2972166191,SEWA,2283292,PENDING,SINGLE_FAMILY,23610 Hoogdal Rd,23610 Hoogdal Rd,,Sedro Woolley,WA,98284,3,3,1,3108,2006,24,885000,2024-09-16,390000,2015-04-08,813500,910000,FALSE,488308,285,Skagit,53057,2,0,2,1125854,BECKY Elde,A-SEWA-18401,870000577,,2013532,O-SEWA-3275,Sedro-Woolley School District
